Academic Yr,DegLvl,DegLvlDesc,All Major Acad Hier Level Nm,Reporting Clg School Short Nm,Academic Division Short Nm,Academic Department Short Nm,Student Headcount,Prorated Student Major Cnt Sum
2004-05,2,Masters/Professional,All,Clg of Engineering,Clg of Engineering,Industrial Eng & Ops Rsch,31,31
2004-05,2,Masters/Professional,All,Clg of Engineering,Clg of Engineering,Materials Science & Eng,12,12
2004-05,2,Masters/Professional,All,Clg of Engineering,Clg of Engineering,Mechanical Engineering,78,78
2004-05,2,Masters/Professional,All,Clg of Engineering,Clg of Engineering,Nuclear Engineering,6,6
2004-05,2,Masters/Professional,All,Clg of Engineering,Clg of Engineering,Ocean Eng Grad Grp,6,6
2004-05,2,Masters/Professional,All,Clg of Env Design,Clg of Env Design,Architecture,46,46
2004-05,2,Masters/Professional,All,Clg of Env Design,Clg of Env Design,City & Regional Planning,51,51
2004-05,2,Masters/Professional,All,Clg of Env Design,Clg of Env Design,Landscape Arch & Env Plan,20,20
2004-05,2,Masters/Professional,All,Clg of Env Design,Clg of Env Design,Other Env Design Programs,4,4
2004-05,2,Masters/Professional,All,Clg of Env Design,Clg of Env Design,Urban Design Grad Grp,7,7
2004-05,2,Masters/Professional,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Anc Hist Med Arc Grad Grp,6,6
2004-05,2,Masters/Professional,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Art Practice,5,5
2004-05,2,Masters/Professional,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Classics,7,7
2004-05,2,Masters/Professional,All,Clg of Letters & Science,L&S-Arts & Humanities Div,East Asian Lang & Culture,1,1
2004-05,2,Masters/Professional,All,Clg of Letters & Science,L&S-Arts & Humanities Div,English,4,4
2004-05,2,Masters/Professional,All,Clg of Letters & Science,L&S-Arts & Humanities Div,French,2,2
2004-05,2,Masters/Professional,All,Clg of Letters & Science,L&S-Arts & Humanities Div,German,4,4
2004-05,2,Masters/Professional,All,Clg of Letters & Science,L&S-Arts & Humanities Div,History of Art,4,4
2004-05,2,Masters/Professional,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Italian Studies,2,2
2004-05,2,Masters/Professional,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Music,9,9
2004-05,2,Masters/Professional,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Near Eastern Studies,1,1
2004-05,2,Masters/Professional,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Rhetoric,15,15
2004-05,2,Masters/Professional,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Scandinavian,2,2
2004-05,2,Masters/Professional,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Slavic Languages & Lit,3,3
2004-05,2,Masters/Professional,All,Clg of Letters & Science,L&S-Arts & Humanities Div,South & SE Asian Studies,5,5
2004-05,2,Masters/Professional,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Spanish & Portuguese,7,7
2004-05,2,Masters/Professional,All,Clg of Letters & Science,L&S-Bio Sciences Div,Biophysics Grad Grp,1,1
2004-05,2,Masters/Professional,All,Clg of Letters & Science,L&S-Bio Sciences Div,Endocrinology Grad Grp,1,1
2004-05,2,Masters/Professional,All,Clg of Letters & Science,L&S-Bio Sciences Div,Integrative Biology,2,2
2004-05,2,Masters/Professional,All,Clg of Letters & Science,L&S-Bio Sciences Div,Molecular & Cell Biology,6,6
2004-05,2,Masters/Professional,All,Clg of Letters & Science,L&S-Math & Phys Sci Div,Astronomy,8,8
2004-05,2,Masters/Professional,All,Clg of Letters & Science,L&S-Math & Phys Sci Div,Earth & Planetary Science,7,7
2004-05,2,Masters/Professional,All,Clg of Letters & Science,L&S-Math & Phys Sci Div,Mathematics,10,10
2004-05,2,Masters/Professional,All,Clg of Letters & Science,L&S-Math & Phys Sci Div,Physics,26,26
2004-05,2,Masters/Professional,All,Clg of Letters & Science,L&S-Math & Phys Sci Div,Statistics,16,16
2004-05,2,Masters/Professional,All,Clg of Letters & Science,L&S-Social Sciences Div,African American Studies,7,7
2004-05,2,Masters/Professional,All,Clg of Letters & Science,L&S-Social Sciences Div,Anthropology,8,8
2004-05,2,Masters/Professional,All,Clg of Letters & Science,L&S-Social Sciences Div,Asian Studies Grad Grp,10,10
2004-05,2,Masters/Professional,All,Clg of Letters & Science,L&S-Social Sciences Div,Demography,6,6
2004-05,2,Masters/Professional,All,Clg of Letters & Science,L&S-Social Sciences Div,Economics,9,9
2004-05,2,Masters/Professional,All,Clg of Letters & Science,L&S-Social Sciences Div,Ethnic Studies Grad Grp,7,7
2004-05,2,Masters/Professional,All,Clg of Letters & Science,L&S-Social Sciences Div,Folklore Grad Grp,2,2
2004-05,2,Masters/Professional,All,Clg of Letters & Science,L&S-Social Sciences Div,Geography,1,1
2004-05,2,Masters/Professional,All,Clg of Letters & Science,L&S-Social Sciences Div,History,22,22
2004-05,2,Masters/Professional,All,Clg of Letters & Science,L&S-Social Sciences Div,Intl & Area Stds Grad Grp,16,14.5
2004-05,2,Masters/Professional,All,Clg of Letters & Science,L&S-Social Sciences Div,Latin Am Stds Grad Grp,7,7
2004-05,2,Masters/Professional,All,Clg of Letters & Science,L&S-Social Sciences Div,Linguistics,6,6
2004-05,2,Masters/Professional,All,Clg of Letters & Science,L&S-Social Sciences Div,Political Science,38,36.5
2004-05,2,Masters/Professional,All,Clg of Letters & Science,L&S-Social Sciences Div,Psychology,9,9
2004-05,2,Masters/Professional,All,Clg of Letters & Science,L&S-Social Sciences Div,Sociology,22,22
2004-05,2,Masters/Professional,All,Clg of Natural Resources,Clg of Natural Resources,Ag & Resource Econ & Pol,11,11
2004-05,2,Masters/Professional,All,Clg of Natural Resources,Clg of Natural Resources,Energy & Resources Group,16,16
2004-05,2,Masters/Professional,All,Clg of Natural Resources,Clg of Natural Resources,"Env Sci, Policy, & Mgmt",8,8
2004-05,2,Masters/Professional,All,Clg of Natural Resources,Clg of Natural Resources,Range Mgmt Grad Grp,5,5
2004-05,2,Masters/Professional,All,Goldman School Pub Pol,Goldman School Pub Pol,Public Policy,74,74
2004-05,2,Masters/Professional,All,Grad School of Education,Grad School of Education,Education,135,135
2004-05,2,Masters/Professional,All,Grad School of Journalism,Grad School of Journalism,Journalism,57,57
2004-05,2,Masters/Professional,All,Haas School of Business,Haas School of Business,Business,541,541
2004-05,2,Masters/Professional,All,I School,I School,Information,35,35
2004-05,2,Masters/Professional,All,School of Law,School of Law,JSP Grad Pgm,1,1
2004-05,2,Masters/Professional,All,School of Law,School of Law,Law,347,347
2004-05,2,Masters/Professional,All,School of Optometry,School of Optometry,Optometry,55,55
2004-05,2,Masters/Professional,All,School of Optometry,School of Optometry,Vision Science Grad Grp,2,2
2004-05,2,Masters/Professional,All,School of Public Health,School of Public Health,Biostatistics Grad Grp,7,7
2004-05,2,Masters/Professional,All,School of Public Health,School of Public Health,Hlth & Med Sci Grad Grp,12,12
2004-05,2,Masters/Professional,All,School of Public Health,School of Public Health,Inf Dis & Imm Grad Grp,1,1
2004-05,2,Masters/Professional,All,School of Public Health,School of Public Health,Public Health,144,144
2004-05,2,Masters/Professional,All,School of Social Welfare,School of Social Welfare,Social Welfare,99,99
2004-05,3,Doctoral,All,Clg of Chemistry,Clg of Chemistry,Chem & Biomolecular Eng,18,18
2004-05,3,Doctoral,All,Clg of Chemistry,Clg of Chemistry,Chemistry,55,55
2004-05,3,Doctoral,All,Clg of Engineering,Clg of Engineering,App Sci & Tech Grad Grp,1,1
2004-05,3,Doctoral,All,Clg of Engineering,Clg of Engineering,Bioengineering,5,5
2004-05,3,Doctoral,All,Clg of Engineering,Clg of Engineering,Civil & Environmental Eng,38,38
2004-05,3,Doctoral,All,Clg of Engineering,Clg of Engineering,Electrical Eng & Comp Sci,73,73
2004-05,3,Doctoral,All,Clg of Engineering,Clg of Engineering,Industrial Eng & Ops Rsch,4,4
2004-05,3,Doctoral,All,Clg of Engineering,Clg of Engineering,Materials Science & Eng,10,10
2004-05,3,Doctoral,All,Clg of Engineering,Clg of Engineering,Mechanical Engineering,47,47
2004-05,3,Doctoral,All,Clg of Engineering,Clg of Engineering,Nuclear Engineering,5,5
2004-05,3,Doctoral,All,Clg of Env Design,Clg of Env Design,Architecture,4,4
2004-05,3,Doctoral,All,Clg of Env Design,Clg of Env Design,City & Regional Planning,5,5
2004-05,3,Doctoral,All,Clg of Env Design,Clg of Env Design,Landscape Arch & Env Plan,2,2
2004-05,3,Doctoral,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Classics,3,3
2004-05,3,Doctoral,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Comparative Literature,13,13
2004-05,3,Doctoral,All,Clg of Letters & Science,L&S-Arts & Humanities Div,East Asian Lang & Culture,1,1
2004-05,3,Doctoral,All,Clg of Letters & Science,L&S-Arts & Humanities Div,English,21,21
2004-05,3,Doctoral,All,Clg of Letters & Science,L&S-Arts & Humanities Div,French,2,2
2004-05,3,Doctoral,All,Clg of Letters & Science,L&S-Arts & Humanities Div,German,6,6
2004-05,3,Doctoral,All,Clg of Letters & Science,L&S-Arts & Humanities Div,History of Art,8,8
2004-05,3,Doctoral,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Italian Studies,2,2
2004-05,3,Doctoral,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Music,10,10
2004-05,3,Doctoral,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Near Eastern Studies,3,3
2004-05,3,Doctoral,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Performance Stds Grad Grp,2,2
2004-05,3,Doctoral,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Philosophy,1,1
2004-05,3,Doctoral,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Rhetoric,4,4
2004-05,3,Doctoral,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Rom Lang & Lit Grad Pgm,3,3
2004-05,3,Doctoral,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Scandinavian,3,3
2004-05,3,Doctoral,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Slavic Languages & Lit,4,4
2004-05,3,Doctoral,All,Clg of Letters & Science,L&S-Arts & Humanities Div,South & SE Asian Studies,3,3
2004-05,3,Doctoral,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Spanish & Portuguese,9,9
2004-05,3,Doctoral,All,Clg of Letters & Science,L&S-Bio Sciences Div,Biophysics Grad Grp,7,7
2004-05,3,Doctoral,All,Clg of Letters & Science,L&S-Bio Sciences Div,Endocrinology Grad Grp,2,2
2004-05,3,Doctoral,All,Clg of Letters & Science,L&S-Bio Sciences Div,Integrative Biology,16,16
2004-05,3,Doctoral,All,Clg of Letters & Science,L&S-Bio Sciences Div,Molecular & Cell Biology,31,31
2004-05,3,Doctoral,All,Clg of Letters & Science,L&S-Bio Sciences Div,Neuroscience Grad Program,1,1
2004-05,3,Doctoral,All,Clg of Letters & Science,L&S-Math & Phys Sci Div,Astronomy,3,3
2004-05,3,Doctoral,All,Clg of Letters & Science,L&S-Math & Phys Sci Div,Earth & Planetary Science,10,10
2004-05,3,Doctoral,All,Clg of Letters & Science,L&S-Math & Phys Sci Div,Logic & Meth Sci Grad Grp,1,1
2004-05,3,Doctoral,All,Clg of Letters & Science,L&S-Math & Phys Sci Div,Mathematics,26,26
2004-05,3,Doctoral,All,Clg of Letters & Science,L&S-Math & Phys Sci Div,Physics,40,40
2004-05,3,Doctoral,All,Clg of Letters & Science,L&S-Math & Phys Sci Div,Statistics,8,8
2004-05,3,Doctoral,All,Clg of Letters & Science,L&S-Social Sciences Div,Anthropology,8,8
2004-05,3,Doctoral,All,Clg of Letters & Science,L&S-Social Sciences Div,Demography,1,1
2004-05,3,Doctoral,All,Clg of Letters & Science,L&S-Social Sciences Div,Economics,21,21
2004-05,3,Doctoral,All,Clg of Letters & Science,L&S-Social Sciences Div,Ethnic Studies Grad Grp,3,3
2004-05,3,Doctoral,All,Clg of Letters & Science,L&S-Social Sciences Div,Geography,5,5
2004-05,3,Doctoral,All,Clg of Letters & Science,L&S-Social Sciences Div,History,30,30
2004-05,3,Doctoral,All,Clg of Letters & Science,L&S-Social Sciences Div,Linguistics,5,5
2004-05,3,Doctoral,All,Clg of Letters & Science,L&S-Social Sciences Div,Political Science,19,19
2004-05,3,Doctoral,All,Clg of Letters & Science,L&S-Social Sciences Div,Psychology,23,23
2004-05,3,Doctoral,All,Clg of Letters & Science,L&S-Social Sciences Div,Sociology,14,14
2004-05,3,Doctoral,All,Clg of Natural Resources,Clg of Natural Resources,Ag & Resource Econ & Pol,10,10
2004-05,3,Doctoral,All,Clg of Natural Resources,Clg of Natural Resources,Comp Biochem Grad Grp,4,4
2004-05,3,Doctoral,All,Clg of Natural Resources,Clg of Natural Resources,Energy & Resources Group,7,7
2004-05,3,Doctoral,All,Clg of Natural Resources,Clg of Natural Resources,"Env Sci, Policy, & Mgmt",21,21
2004-05,3,Doctoral,All,Clg of Natural Resources,Clg of Natural Resources,Metabolic Bio Grad Grp,5,5
2004-05,3,Doctoral,All,Clg of Natural Resources,Clg of Natural Resources,Microbiology Grad Grp,2,2
2004-05,3,Doctoral,All,Clg of Natural Resources,Clg of Natural Resources,Plant & Microbial Biology,5,5
2004-05,3,Doctoral,All,Goldman School Pub Pol,Goldman School Pub Pol,Public Policy,1,1
2004-05,3,Doctoral,All,Grad School of Education,Grad School of Education,Education,43,43
2004-05,3,Doctoral,All,Grad School of Education,Grad School of Education,Sci & Math Educ Grad Grp,2,2
2004-05,3,Doctoral,All,Graduate Division,Graduate Division,Interdisc Doctoral Pgms,3,3
2004-05,3,Doctoral,All,Haas School of Business,Haas School of Business,Business,17,17
2004-05,3,Doctoral,All,I School,I School,Information,1,1
2004-05,3,Doctoral,All,School of Law,School of Law,JSP Grad Pgm,3,3
2004-05,3,Doctoral,All,School of Optometry,School of Optometry,Vision Science Grad Grp,3,3
2004-05,3,Doctoral,All,School of Public Health,School of Public Health,Biostatistics Grad Grp,3,3
2004-05,3,Doctoral,All,School of Public Health,School of Public Health,Envir Health Sci Grad Grp,4,4
2004-05,3,Doctoral,All,School of Public Health,School of Public Health,Epidemiology Grad Grp,5,5
2004-05,3,Doctoral,All,School of Public Health,School of Public Health,Hlth Svcs Pol An Grad Grp,5,5
2004-05,3,Doctoral,All,School of Public Health,School of Public Health,Inf Dis & Imm Grad Grp,4,4
2004-05,3,Doctoral,All,School of Public Health,School of Public Health,Public Health,6,6
2004-05,3,Doctoral,All,School of Social Welfare,School of Social Welfare,Social Welfare,8,8
2005-06,1,Bachelor,All,Clg of Chemistry,Clg of Chemistry,Chem & Biomolecular Eng,74,66.5
2005-06,1,Bachelor,All,Clg of Chemistry,Clg of Chemistry,Chemistry,95,95
2005-06,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Bioengineering,87,86
2005-06,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Civil & Environmental Eng,102,102
2005-06,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Electrical Eng & Comp Sci,330,328
2005-06,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Engineering Science,41,39.5
2005-06,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Industrial Eng & Ops Rsch,43,43
2005-06,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Materials Science & Eng,51,34
2005-06,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Mechanical Engineering,183,172
2005-06,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Nuclear Engineering,13,10
2005-06,1,Bachelor,All,Clg of Env Design,Clg of Env Design,Architecture,170,170
2005-06,1,Bachelor,All,Clg of Env Design,Clg of Env Design,City & Regional Planning,13,13
2005-06,1,Bachelor,All,Clg of Env Design,Clg of Env Design,Landscape Arch & Env Plan,21,21
2005-06,1,Bachelor,All,Clg of Env Design,Clg of Env Design,Other Env Design Programs,2,2
2005-06,1,Bachelor,All,Clg of Letters & Science,L&S-Administered Programs,L&S Chemistry,5,4
2005-06,1,Bachelor,All,Clg of Letters & Science,L&S-Administered Programs,L&S Computer Science,104,90.33333333
2005-06,1,Bachelor,All,Clg of Letters & Science,L&S-Administered Programs,L&S Envir Econ & Policy,3,2.5
2005-06,1,Bachelor,All,Clg of Letters & Science,L&S-Administered Programs,L&S Legal Studies,184,156.6666667
2005-06,1,Bachelor,All,Clg of Letters & Science,L&S-Administered Programs,L&S Ops Rsch & Mgmt Sci,1,1
2005-06,1,Bachelor,All,Clg of Letters & Science,L&S-Administered Programs,L&S Public Health,130,105
2005-06,1,Bachelor,All,Clg of Letters & Science,L&S-Administered Programs,L&S Social Welfare,125,97.5
2005-06,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Art Practice,78,65.5
2005-06,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Classics,21,17
2005-06,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Comparative Literature,29,23.83333333
2005-06,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,East Asian Lang & Culture,42,32.16666667
2005-06,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,English,366,325.5
2005-06,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Film and Media,63,55.5
2005-06,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,French,22,14.33333333
2005-06,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,German,11,7.833333333
2005-06,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,History of Art,44,37
2005-06,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Italian Studies,15,10
2005-06,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Music,29,25.5
2005-06,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Near Eastern Studies,16,11.16666667
2005-06,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Other Arts & Humanities,1,1
2005-06,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Philosophy,93,79.83333333
2005-06,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Rhetoric,112,88.66666667
2005-06,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Scandinavian,5,4
2005-06,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Slavic Languages & Lit,12,9
2005-06,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,South & SE Asian Studies,21,14
2005-06,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Spanish & Portuguese,54,37
2005-06,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Theater Dance & Perf Stds,39,33.5
2005-06,1,Bachelor,All,Clg of Letters & Science,L&S-Bio Sciences Div,Integrative Biology,211,189
2005-06,1,Bachelor,All,Clg of Letters & Science,L&S-Bio Sciences Div,Molecular & Cell Biology,552,488.5
2005-06,1,Bachelor,All,Clg of Letters & Science,L&S-Math & Phys Sci Div,Astronomy,29,18.66666667
2005-06,1,Bachelor,All,Clg of Letters & Science,L&S-Math & Phys Sci Div,Earth & Planetary Science,13,10.5
2005-06,1,Bachelor,All,Clg of Letters & Science,L&S-Math & Phys Sci Div,Mathematics,193,159.5
2005-06,1,Bachelor,All,Clg of Letters & Science,L&S-Math & Phys Sci Div,Other Phys Sci Programs,4,4
2005-06,1,Bachelor,All,Clg of Letters & Science,L&S-Math & Phys Sci Div,Physics,79,57.66666667
2005-06,1,Bachelor,All,Clg of Letters & Science,L&S-Math & Phys Sci Div,Statistics,46,28.16666667
2005-06,1,Bachelor,All,Clg of Letters & Science,L&S-Social Sciences Div,African American Studies,15,11
2005-06,1,Bachelor,All,Clg of Letters & Science,L&S-Social Sciences Div,Anthropology,144,132
2005-06,1,Bachelor,All,Clg of Letters & Science,L&S-Social Sciences Div,Economics,423,358.5
